,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
747,Shache,24,CN,1512355795,73,38.42,77.24,22.76,3.38
748,Bengkulu,92,ID,1512355796,100,-3.8,102.27,76.49,7.63
749,Bustamante,0,MX,1512355796,91,26.53,-100.5,57.64,4.61
750,Namibe,0,AO,1512355601,100,-15.2,12.15,68.48,6.62
751,Mar del Plata,75,AR,1512352800,87,-38.0,-57.56,55.4,12.75
752,Girona,0,ES,1512354600,92,41.98,2.82,24.8,8.3
753,Pitimbu,20,BR,1512352800,83,-7.47,-34.81,78.8,5.82
754,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
755,Hermanus,48,ZA,1512355438,91,-34.42,19.23,52.51,3.49
756,Mariakani,20,KE,1512355799,92,-3.86,39.47,70.46,2.71
757,Ribas do Rio Pardo,12,BR,1512355799,97,-20.44,-53.76,72.44,5.84
758,Morshansk,92,RU,1512355800,94,53.44,41.81,34.42,11.88
759,Kabinda,88,CD,1512355800,98,-6.13,24.48,66.55,3.94
760,Hobart,75,AU,1512352800,41,-42.88,147.33,60.8,17.22
761,Madhupur,0,IN,1512355801,69,24.25,86.65,61.6,5.39
762,Sinnamary,80,GF,1512355802,98,5.38,-52.95,80.27,11.21
763,Hermanus,48,ZA,1512355438,91,-34.42,19.23,52.51,3.49
764,Cape Town,0,ZA,1512352800,72,-33.93,18.42,60.8,12.75
765,Bluff,88,NZ,1512355723,76,-46.6,168.33,68.71,15.01
766,Vestmannaeyjar,92,IS,1512355522,98,63.44,-20.27,43.96,14.79
767,Bandarbeyla,0,SO,1512355803,100,9.49,50.81,80.41,24.29
768,Upernavik,44,GL,1512355759,100,72.79,-56.15,22.94,10.65
769,Saskylakh,12,RU,1512355692,38,71.92,114.08,-25.12,7.4
770,Poum,36,NC,1512355583,100,-20.23,164.02,78.25,8.52
771,Coyah,12,GN,1512355804,89,9.71,-13.38,71.72,2.82
772,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
773,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
774,Finschhafen,64,PG,1512355805,100,-6.6,147.87,77.39,2.59
775,Taoudenni,0,ML,1512355806,32,22.68,-3.98,61.51,13.0
776,Carnarvon,92,AU,1512355806,67,-24.87,113.63,82.88,8.75
777,Fort Nelson,90,CA,1512352800,84,58.81,-122.7,1.4,2.24
778,Jamestown,1,US,1512352560,74,42.1,-79.24,37.4,4.7
779,Ilulissat,56,GL,1512352200,62,69.22,-51.1,21.2,6.93
780,Luderitz,0,NA,1512352800,76,-26.65,15.16,57.2,6.93
781,Kavieng,68,PG,1512355751,100,-2.57,150.8,84.77,16.46
782,Sergeyevka,80,KZ,1512355778,82,53.88,67.42,18.17,15.12
783,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
784,Barrow,90,US,1512352380,84,71.29,-156.79,5.0,25.28
785,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
786,Ossora,56,RU,1512355810,95,59.24,163.07,9.4,4.05
787,Atuona,0,PF,1512355697,98,-9.8,-139.03,81.44,17.81
788,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
789,Severo-Kurilsk,56,RU,1512355614,100,50.68,156.12,25.46,15.01
790,Kuryk,0,KZ,1512355811,100,43.2,51.65,35.54,20.94
791,Yellowknife,90,CA,1512352800,75,62.46,-114.35,-13.01,2.24
792,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
793,Washington,90,US,1512354420,92,47.5,-120.5,37.4,8.05
794,Bredasdorp,12,ZA,1512352800,77,-34.53,20.04,59.0,2.24
795,New Norfolk,75,AU,1512352800,41,-42.78,147.06,60.8,17.22
796,Awjilah,44,LY,1512355813,75,29.11,21.29,48.86,2.93
797,Thinadhoo,80,MV,1512355813,100,0.53,72.93,80.41,12.77
798,Eyl,0,SO,1512355657,100,7.98,49.82,74.33,20.27
799,Faanui,0,PF,1512355814,98,-16.48,-151.75,82.84,10.31
800,Harper,20,LR,1512355814,100,4.38,-7.72,79.19,5.28
801,Kattivakkam,20,IN,1512354600,83,13.22,80.32,78.8,3.36
802,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
803,Taoudenni,0,ML,1512355806,32,22.68,-3.98,61.51,13.0
804,Constitucion,0,CL,1512355765,96,-35.33,-72.42,53.5,9.08
805,Iguape,56,BR,1512355816,100,-24.71,-47.56,71.36,7.96
806,San Joaquin,40,VE,1512352800,83,10.26,-67.79,78.8,2.59
807,Srednekolymsk,88,RU,1512355817,67,67.45,153.68,14.21,6.96
808,Fortuna,1,US,1512354900,87,40.6,-124.16,46.4,5.82
809,Ostrovnoy,48,RU,1512355513,88,68.05,39.51,27.04,11.65
810,Asau,90,RO,1512354600,100,46.43,26.4,33.8,2.59
811,Jamestown,1,US,1512352560,74,42.1,-79.24,37.4,4.7
812,Huautla,12,MX,1512355593,86,21.03,-98.28,66.55,2.93
813,Hilo,75,US,1512352560,60,19.73,-155.09,75.2,5.82
814,Busselton,48,AU,1512355744,94,-33.65,115.33,69.83,4.61
815,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
816,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
817,Beringovskiy,80,RU,1512355757,91,63.05,179.32,29.78,10.65
818,Avarua,75,CK,1512352800,83,-21.21,-159.78,80.6,10.29
819,Lebu,24,CL,1512355549,98,-37.62,-73.65,54.44,11.77
820,Ancud,12,CL,1512355368,88,-41.87,-73.82,55.34,2.59
821,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
822,Port Lincoln,44,AU,1512355300,93,-34.73,135.87,62.81,9.19
823,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
824,Mitsamiouli,32,KM,1512355824,100,-11.38,43.28,80.81,6.51
825,Chuy,76,UY,1512355574,93,-33.7,-53.46,63.94,15.46
826,Barrow,90,US,1512352380,84,71.29,-156.79,5.0,25.28
827,Zhigansk,20,RU,1512355668,0,66.77,123.37,-36.91,4.16
828,Yar-Sale,32,RU,1512355827,85,66.83,70.83,21.86,14.45
829,Bredasdorp,12,ZA,1512352800,77,-34.53,20.04,59.0,2.24
830,Griffith,1,US,1512353700,65,41.53,-87.42,51.8,9.17
831,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
832,Tabas,0,IR,1512355828,49,33.6,56.92,19.57,2.71
833,Cabo San Lucas,20,MX,1512352200,78,22.89,-109.91,75.2,9.64
834,Agadez,0,NE,1512355688,60,19.75,10.25,49.31,2.82
835,Busselton,48,AU,1512355744,94,-33.65,115.33,69.83,4.61
836,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
837,Yulara,0,AU,1512352800,22,-25.24,130.99,77.0,13.87
838,Naze,75,JP,1512352800,64,28.37,129.48,69.8,14.99
839,Vardo,36,NO,1512355831,100,70.37,31.11,37.12,20.15
840,Malakal,0,SS,1512355831,52,9.53,31.66,69.34,7.63
841,Lebu,24,CL,1512355549,98,-37.62,-73.65,54.44,11.77
842,Touros,92,BR,1512355832,83,-5.2,-35.46,79.96,14.23
843,Hermanus,48,ZA,1512355438,91,-34.42,19.23,52.51,3.49
844,Castro,36,BR,1512355678,98,-24.79,-50.01,60.83,4.05
845,Bredasdorp,12,ZA,1512352800,77,-34.53,20.04,59.0,2.24
846,New Norfolk,75,AU,1512352800,41,-42.78,147.06,60.8,17.22
847,San Vicente de Canete,0,PE,1512355833,92,-13.08,-76.38,58.94,1.03
848,Kamenka,92,RU,1512355834,89,51.32,42.77,35.05,14.23
849,Hobart,75,AU,1512352800,41,-42.88,147.33,60.8,17.22
850,New Norfolk,75,AU,1512352800,41,-42.78,147.06,60.8,17.22
851,Bluff,88,NZ,1512355723,76,-46.6,168.33,68.71,15.01
852,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
853,Cape Town,0,ZA,1512352800,72,-33.93,18.42,60.8,12.75
854,Camana,44,PE,1512355835,100,-16.62,-72.71,61.46,7.96
855,Bathsheba,75,BB,1512352800,88,13.22,-59.52,78.8,10.29
856,Sao Joao da Barra,92,BR,1512355671,100,-21.64,-41.05,73.88,13.11
857,Busselton,48,AU,1512355744,94,-33.65,115.33,69.83,4.61
858,Namatanai,92,PG,1512355612,100,-3.67,152.43,78.56,17.58
859,Yurty,88,RU,1512355837,74,56.05,97.63,22.04,13.0
860,San Patricio,40,MX,1512351780,78,19.22,-104.7,77.0,2.59
861,Saldanha,0,ZA,1512352800,81,-33.01,17.94,53.6,6.93
862,Severo-Kurilsk,56,RU,1512355614,100,50.68,156.12,25.46,15.01
863,Butaritari,56,KI,1512355740,98,3.07,172.79,84.55,17.36
864,Yellowknife,90,CA,1512352800,75,62.46,-114.35,-13.01,2.24
865,Roald,68,NO,1512354000,93,62.58,6.13,37.4,11.41
866,Georgetown,56,GY,1512352800,88,6.8,-58.16,78.8,6.93
867,Port Alfred,24,ZA,1512355739,100,-33.59,26.89,62.09,3.27
868,Port Alfred,24,ZA,1512355739,100,-33.59,26.89,62.09,3.27
869,Aklavik,20,CA,1512352800,77,68.22,-135.01,-2.21,6.93
870,Ponta do Sol,75,PT,1512354600,59,32.67,-17.1,64.4,11.41
871,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
872,Jaisalmer,0,IN,1512355842,62,26.91,70.92,54.49,3.94
873,Victoria,75,CA,1512353700,80,48.43,-123.37,41.0,3.36
874,Khatanga,0,RU,1512355526,26,71.97,102.5,-18.15,9.98
875,Pochinki,92,RU,1512355843,94,54.7,44.87,34.37,11.43
876,Hermanus,48,ZA,1512355438,91,-34.42,19.23,52.51,3.49
877,Clyde River,20,CA,1512352800,83,70.47,-68.59,-11.21,2.24
878,Georgetown,56,GY,1512352800,88,6.8,-58.16,78.8,6.93
879,Viedma,12,AR,1512355844,75,-40.81,-63.0,52.28,8.75
880,Cidreira,44,BR,1512355665,96,-30.18,-50.21,68.21,3.49
881,Busselton,48,AU,1512355744,94,-33.65,115.33,69.83,4.61
882,Kloulklubed,90,PW,1512352380,70,7.04,134.26,87.8,4.7
883,Bengkulu,92,ID,1512355796,100,-3.8,102.27,76.49,7.63
884,Tasiilaq,0,GL,1512355548,100,65.61,-37.64,17.77,5.95
885,Quang Ngai,92,VN,1512355846,99,15.12,108.8,71.5,6.62
886,Pevek,68,RU,1512355778,86,69.7,170.31,23.57,17.25
887,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
888,Santa Cruz de la Palma,0,ES,1512354600,77,28.68,-17.76,66.2,9.17
889,Qaanaaq,76,GL,1512355769,87,77.48,-69.36,14.57,3.71
890,Bluff,88,NZ,1512355723,76,-46.6,168.33,68.71,15.01
891,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
892,Ribeira Grande,56,PT,1512355683,94,38.52,-28.7,67.36,16.69
893,Kavieng,68,PG,1512355751,100,-2.57,150.8,84.77,16.46
894,Hobart,75,AU,1512352800,41,-42.88,147.33,60.8,17.22
895,Bluff,88,NZ,1512355723,76,-46.6,168.33,68.71,15.01
896,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
897,Coquimbo,0,CL,1512352800,82,-29.95,-71.34,57.2,2.24
898,Maceio,40,BR,1512352800,88,-9.67,-35.74,75.2,3.36
899,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
900,Kodiak,90,US,1512354780,87,57.79,-152.41,42.8,16.11
901,Port Elizabeth,0,ZA,1512352800,93,-33.92,25.57,55.4,5.82
902,Balud,20,PH,1512352800,62,10.15,123.7,87.8,4.7
903,Castro,36,BR,1512355678,98,-24.79,-50.01,60.83,4.05
904,Tura,12,IN,1512355853,81,25.52,90.22,67.67,3.27
905,Baruun-Urt,24,MN,1512355748,66,46.68,113.28,5.89,10.31
906,Ust-Nera,8,RU,1512355854,0,64.57,143.2,-43.35,1.59
907,Santiago del Estero,36,AR,1512355653,93,-27.8,-64.26,67.49,8.19
908,Hithadhoo,80,MV,1512355726,100,-0.6,73.08,80.05,11.65
909,Luderitz,0,NA,1512352800,76,-26.65,15.16,57.2,6.93
910,Lorengau,64,PG,1512355671,98,-2.02,147.27,85.13,18.25
911,Ayr,75,GB,1512354000,93,55.46,-4.63,48.2,4.7
912,Butaritari,56,KI,1512355740,98,3.07,172.79,84.55,17.36
913,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
914,Kapaa,40,US,1512352560,69,22.08,-159.32,78.8,14.99
915,Roros,56,NO,1512354000,86,62.57,11.38,28.4,12.75
916,Kodiak,90,US,1512354780,87,57.79,-152.41,42.8,16.11
917,Saint-Philippe,0,RE,1512352800,78,-21.36,55.77,78.8,6.93
918,Castro,36,BR,1512355678,98,-24.79,-50.01,60.83,4.05
919,Chokurdakh,64,RU,1512355547,74,70.63,147.92,6.02,14.23
920,Los Llanos de Aridane,0,ES,1512354600,77,28.66,-17.92,66.2,9.17
921,Mar del Plata,75,AR,1512352800,87,-38.0,-57.56,55.4,12.75
922,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
923,Victoria,75,CA,1512353700,80,48.43,-123.37,41.0,3.36
924,Alofi,24,NU,1512352800,83,-19.06,-169.92,84.2,11.41
925,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
926,Thinadhoo,80,MV,1512355813,100,0.53,72.93,80.41,12.77
927,Tasiilaq,0,GL,1512355548,100,65.61,-37.64,17.77,5.95
928,Klaksvik,88,FO,1512354000,100,62.23,-6.59,42.8,6.96
929,Avarua,75,CK,1512352800,83,-21.21,-159.78,80.6,10.29
930,Hirara,75,JP,1512352800,73,24.8,125.28,73.4,16.11
931,Imphal,75,IN,1512352800,93,24.82,93.95,51.8,2.59
932,Port Alfred,24,ZA,1512355739,100,-33.59,26.89,62.09,3.27
933,San Carlos de Bariloche,75,AR,1512352800,54,-41.15,-71.31,53.6,4.7
934,Saskylakh,12,RU,1512355692,38,71.92,114.08,-25.12,7.4
935,Aksha,24,RU,1512355713,38,50.28,113.29,9.49,8.86
936,Touros,92,BR,1512355832,83,-5.2,-35.46,79.96,14.23
937,Talnakh,48,RU,1512355864,88,69.49,88.4,1.61,2.26
938,Saint-Philippe,0,RE,1512352800,78,-21.36,55.77,78.8,6.93
939,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
940,Cumpas,0,MX,1512355866,72,29.98,-109.78,53.36,2.37
941,Dikson,12,RU,1512355725,93,73.51,80.55,7.24,17.69
942,Cibitoke,0,BI,1512355867,91,-2.89,29.12,51.34,2.15
943,Geraldton,75,AU,1512352800,69,-28.77,114.6,78.8,12.75
944,Barrow,90,US,1512352380,84,71.29,-156.79,5.0,25.28
945,Mogadishu,0,SO,1512355443,97,2.04,45.34,81.17,17.02
946,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
947,Adrar,20,DZ,1512352800,33,27.87,-0.29,46.4,16.11
948,Jieshou,0,CN,1512355870,78,33.26,115.36,43.37,10.42
949,Hithadhoo,80,MV,1512355726,100,-0.6,73.08,80.05,11.65
950,Cabo San Lucas,20,MX,1512352200,78,22.89,-109.91,75.2,9.64
951,Hilo,75,US,1512352560,60,19.73,-155.09,75.2,5.82
952,Hobart,75,AU,1512352800,41,-42.88,147.33,60.8,17.22
953,Khatanga,0,RU,1512355526,26,71.97,102.5,-18.15,9.98
954,Dunedin,0,NZ,1512355575,39,-45.87,170.5,77.71,3.38
955,Cape Town,0,ZA,1512352800,72,-33.93,18.42,60.8,12.75
956,Maceio,40,BR,1512352800,88,-9.67,-35.74,75.2,3.36
957,Butaritari,56,KI,1512355740,98,3.07,172.79,84.55,17.36
958,Guerrero Negro,56,MX,1512355872,99,27.98,-114.06,62.77,7.18
959,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
960,Pabrade,90,LT,1512354000,92,55.0,25.78,26.6,8.05
961,General Roca,0,AR,1512352800,77,-39.03,-67.58,62.6,2.24
962,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
963,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
964,Ozerki,44,RU,1512355875,87,57.62,39.88,20.06,6.17
965,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
966,Puerto Madryn,0,AR,1512355876,90,-42.77,-65.04,55.34,16.69
967,Richards Bay,76,ZA,1512355689,82,-28.78,32.04,69.79,11.32
968,Butaritari,56,KI,1512355740,98,3.07,172.79,84.55,17.36
969,Maunabo,40,PR,1512352560,94,18.01,-65.9,80.6,4.7
970,Tutoia,0,BR,1512355877,78,-2.76,-42.27,79.87,16.02
971,Sorong,8,ID,1512355878,99,-0.88,131.25,85.09,10.2
972,Havre-Saint-Pierre,90,CA,1512352800,85,50.23,-63.6,23.0,6.93
973,Grindavik,75,IS,1512352800,100,63.84,-22.43,37.4,4.7
974,Ponta do Sol,75,PT,1512354600,59,32.67,-17.1,64.4,11.41
975,East London,80,ZA,1512355681,100,-33.02,27.91,67.13,2.71
976,Lorengau,64,PG,1512355671,98,-2.02,147.27,85.13,18.25
977,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
978,Kapaa,40,US,1512352560,69,22.08,-159.32,78.8,14.99
979,The Valley,64,AI,1512355880,100,18.22,-63.06,80.5,15.35
980,East London,80,ZA,1512355681,100,-33.02,27.91,67.13,2.71
981,Kuching,75,MY,1512352800,83,1.55,110.33,84.2,2.24
982,Rayong,40,TH,1512352800,58,12.68,101.26,82.4,9.17
983,Port Hedland,0,AU,1512352800,52,-20.32,118.57,93.2,10.29
984,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
985,Faanui,0,PF,1512355814,98,-16.48,-151.75,82.84,10.31
986,Grand Gaube,75,MU,1512352800,78,-20.01,57.66,78.8,8.05
987,Fort Nelson,90,CA,1512352800,84,58.81,-122.7,1.4,2.24
988,Daru,24,PG,1512355883,99,-9.08,143.21,85.22,3.94
989,Katsuura,75,JP,1512352800,50,35.13,140.3,53.6,4.7
990,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
991,Port Augusta,40,AU,1512352800,55,-32.5,137.77,66.2,12.75
992,Cape Town,0,ZA,1512352800,72,-33.93,18.42,60.8,12.75
993,Yinchuan,0,CN,1512355885,49,38.47,106.27,18.67,3.94
994,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
995,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
996,Khuzhir,64,RU,1512355886,100,53.19,107.34,9.31,4.5
997,Hobart,75,AU,1512352800,41,-42.88,147.33,60.8,17.22
998,Bay Roberts,90,CA,1512352800,96,47.6,-53.26,32.0,12.75
999,Carnarvon,92,AU,1512355806,67,-24.87,113.63,82.88,8.75
1000,Saldanha,0,ZA,1512352800,81,-33.01,17.94,53.6,6.93
1001,Hambantota,0,LK,1512355674,100,6.12,81.12,79.46,3.38
1002,Upernavik,44,GL,1512355759,100,72.79,-56.15,22.94,10.65
1003,Nelson Bay,75,AU,1512352800,83,-32.72,152.15,69.8,10.29
1004,Biltine,8,TD,1512355889,25,14.53,20.92,64.61,13.78
1005,Huazhou,36,CN,1512355889,83,21.63,110.58,68.48,7.74
1006,Boulsa,0,BF,1512355890,46,12.67,-0.58,60.52,5.61
1007,Ponta do Sol,75,PT,1512354600,59,32.67,-17.1,64.4,11.41
1008,Lasa,75,IT,1512354000,72,46.62,10.7,19.4,1.12
1009,Hermanus,48,ZA,1512355438,91,-34.42,19.23,52.51,3.49
1010,San Patricio,40,MX,1512351780,78,19.22,-104.7,77.0,2.59
1011,Cabo San Lucas,20,MX,1512352200,78,22.89,-109.91,75.2,9.64
1012,Yellowknife,90,CA,1512352800,75,62.46,-114.35,-13.01,2.24
1013,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
1014,Victoria,75,CA,1512353700,80,48.43,-123.37,41.0,3.36
1015,Nishihara,90,JP,1512353760,77,26.18,127.76,71.6,13.87
1016,Le Port,20,RE,1512352800,65,-20.94,55.29,78.8,19.46
1017,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
1018,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
1019,Barrhead,75,GB,1512354000,93,55.8,-4.39,48.2,4.7
1020,Noumea,0,NC,1512354600,43,-22.28,166.46,89.6,16.11
1021,Huntington,1,US,1512353700,65,38.42,-82.45,41.0,2.26
1022,Longyearbyen,40,SJ,1512352200,80,78.22,15.64,30.2,12.75
1023,Hilo,75,US,1512352560,60,19.73,-155.09,75.2,5.82
1024,Cape Town,0,ZA,1512352800,72,-33.93,18.42,60.8,12.75
1025,Saint-Philippe,0,RE,1512352800,78,-21.36,55.77,78.8,6.93
1026,Kodiak,90,US,1512354780,87,57.79,-152.41,42.8,16.11
1027,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
1028,Tasiilaq,0,GL,1512355548,100,65.61,-37.64,17.77,5.95
1029,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
1030,Baijiantan,20,CN,1512355897,80,45.63,85.18,15.29,2.93
1031,Busselton,48,AU,1512355744,94,-33.65,115.33,69.83,4.61
1032,Ketchikan,90,US,1512354660,87,55.34,-131.65,42.8,10.29
1033,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
1034,Burnie,88,AU,1512355722,99,-41.07,145.92,61.96,1.36
1035,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
1036,Chokurdakh,64,RU,1512355547,74,70.63,147.92,6.02,14.23
1037,Buala,80,SB,1512355677,100,-8.14,159.59,79.91,6.62
1038,Yar-Sale,32,RU,1512355827,85,66.83,70.83,21.86,14.45
1039,Tiksi,48,RU,1512355678,30,71.69,128.87,-20.8,2.71
1040,Puerto Ayora,100,EC,1512355606,98,-0.74,-90.35,70.19,9.42
1041,Cape Town,0,ZA,1512352800,72,-33.93,18.42,60.8,12.75
1042,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
1043,Tahe,0,CN,1512355901,59,52.33,124.73,-13.51,7.4
1044,Mbanza-Ngungu,44,CD,1512355901,91,-5.25,14.87,68.8,2.82
1045,Bredasdorp,12,ZA,1512352800,77,-34.53,20.04,59.0,2.24
1046,Progreso,40,MX,1512351840,73,21.28,-89.67,77.0,6.93
1047,Bredasdorp,12,ZA,1512352800,77,-34.53,20.04,59.0,2.24
1048,Kamaishi,75,JP,1512352800,100,39.27,141.88,39.2,3.36
1049,Port Alfred,24,ZA,1512355739,100,-33.59,26.89,62.09,3.27
1050,Chumikan,32,RU,1512355903,65,54.72,135.31,-8.7,16.02
1051,Thompson,90,CA,1512352800,85,55.74,-97.86,21.2,2.71
1052,Novoagansk,88,RU,1512355518,81,61.94,76.66,25.37,9.42
1053,Avarua,75,CK,1512352800,83,-21.21,-159.78,80.6,10.29
1054,Hay River,90,CA,1512352800,84,60.82,-115.8,-0.41,4.7
1055,Kenai,90,US,1512352560,93,60.55,-151.26,39.2,25.28
1056,Kavaratti,32,IN,1512355905,97,10.57,72.64,83.11,22.84
1057,Dauphin,90,CA,1512352800,86,51.15,-100.05,26.6,6.93
1058,Boone,1,US,1512353700,76,36.22,-81.67,48.2,2.15
1059,Aklavik,20,CA,1512352800,77,68.22,-135.01,-2.21,6.93
1060,Norman Wells,20,CA,1512352800,76,65.28,-126.83,-7.61,5.82
1061,Ilulissat,56,GL,1512352200,62,69.22,-51.1,21.2,6.93
1062,New Norfolk,75,AU,1512352800,41,-42.78,147.06,60.8,17.22
1063,Hilo,75,US,1512352560,60,19.73,-155.09,75.2,5.82
1064,Kruisfontein,0,ZA,1512355685,92,-34.0,24.73,57.55,5.17
1065,Salalah,0,OM,1512352200,31,17.02,54.09,75.2,21.92
1066,Vicksburg,1,US,1512353700,72,32.35,-90.88,60.8,3.36
1067,Carnarvon,92,AU,1512355806,67,-24.87,113.63,82.88,8.75
1068,Upernavik,44,GL,1512355759,100,72.79,-56.15,22.94,10.65
1069,Bluff,88,NZ,1512355723,76,-46.6,168.33,68.71,15.01
1070,Busselton,48,AU,1512355744,94,-33.65,115.33,69.83,4.61
1071,Nikki,0,BJ,1512355911,59,9.94,3.21,63.53,2.93
1072,Saint George,1,US,1512352560,19,37.1,-113.58,59.0,21.92
1073,Jamestown,1,US,1512352560,74,42.1,-79.24,37.4,4.7
1074,Leningradskiy,80,RU,1512355607,93,69.38,178.42,24.7,13.22
1075,Sao Filipe,0,CV,1512355615,97,14.9,-24.5,76.94,16.58
1076,Camacha,40,PT,1512354600,55,33.08,-16.33,64.4,12.75
1077,Busselton,48,AU,1512355744,94,-33.65,115.33,69.83,4.61
1078,Leningradskiy,80,RU,1512355607,93,69.38,178.42,24.7,13.22
1079,Kavaratti,32,IN,1512355905,97,10.57,72.64,83.11,22.84
1080,San Cristobal,40,VE,1512352800,78,7.77,-72.22,80.6,2.24
1081,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
1082,Hilo,75,US,1512352560,60,19.73,-155.09,75.2,5.82
1083,Hithadhoo,80,MV,1512355726,100,-0.6,73.08,80.05,11.65
1084,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
1085,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
1086,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
1087,Puerto Ayora,100,EC,1512355606,98,-0.74,-90.35,70.19,9.42
1088,Tasiilaq,0,GL,1512355548,100,65.61,-37.64,17.77,5.95
1089,Saldanha,0,ZA,1512352800,81,-33.01,17.94,53.6,6.93
1090,Hobart,75,AU,1512352800,41,-42.88,147.33,60.8,17.22
1091,Port Hedland,0,AU,1512352800,52,-20.32,118.57,93.2,10.29
1092,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
1093,Bambous Virieux,75,MU,1512352800,78,-20.34,57.76,78.8,8.05
1094,Rongcheng,44,CN,1512355917,96,30.63,117.85,50.89,7.96
1095,Bluff,88,NZ,1512355723,76,-46.6,168.33,68.71,15.01
1096,Moussoro,0,TD,1512355918,26,13.64,16.49,60.83,10.42
1097,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
1098,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
1099,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
1100,Cape Town,0,ZA,1512352800,72,-33.93,18.42,60.8,12.75
1101,Isangel,75,VU,1512352800,83,-19.55,169.27,80.6,5.82
1102,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
1103,Kaabong,0,UG,1512355920,72,3.48,34.15,61.6,6.73
1104,Medea,40,DZ,1512354600,93,36.26,2.75,46.4,4.7
1105,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
1106,Hithadhoo,80,MV,1512355726,100,-0.6,73.08,80.05,11.65
1107,Bubaque,0,GW,1512352800,83,11.28,-15.83,73.4,3.36
1108,Sao Miguel do Araguaia,0,BR,1512355922,90,-13.28,-50.16,74.56,2.71
1109,Mar del Plata,75,AR,1512352800,87,-38.0,-57.56,55.4,12.75
1110,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
1111,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
1112,Tasiilaq,0,GL,1512355548,100,65.61,-37.64,17.77,5.95
1113,Kapaa,40,US,1512352560,69,22.08,-159.32,78.8,14.99
1114,Marsa Matruh,20,EG,1512352800,100,31.35,27.25,51.8,3.36
1115,Kapaa,40,US,1512352560,69,22.08,-159.32,78.8,14.99
